"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Reasoning about UML/OCL Models using Constraint Logic Programming and MDA","https://scispace.com/paper/reasoning-about-uml-ocl-models-using-constraint-logic-3a2ojcedme","2013","Proceedings Article","International Conference on Software Engineering Advances","Beatriz Pérez
Ivan Porres","","https://scispace.com/pdf/reasoning-about-uml-ocl-models-using-constraint-logic-3a2ojcedme.pdf","The widespread adoption of Model Driven Engineering approaches has made of models to be cornerstone components in the software development process. This fact requires verifying such models’ correctness to ensure the quality of the final product. In this context, the Unified Modeling Language (UML) and the Object Constraint Language (OCL) constitute two of the most commonly used modeling languages. We propose an overall framework to reason about UML/OCL models based on Constraint Logic programming (CLP). We use Formula as model finding and design space exploration tool. We show how to translate a UML model into a CLP program following a Meta– Object Facility (MOF) like framework. We enhance our proposal by identifying an expressive fragment of OCL, which guarantees finite satisfiability and we show its translation to Formula. We complete our approach by providing a Model Driven Architecture (MDA) based implementation of the UML to Formula translation. Our proposal can be used for software model design reasoning by verifying correctness properties and generating model instances of the modeled designs, using Formula. Keywords—UML; OCL; CLP; reasoning; verification","Title: Reasoning About UML/OCL Models Using Constraint Logic Programming and MDA Authors: Beatriz Pérez,Ivan Porres Keywords: UML, OCL, CLP, reasoning, verification"
"Basic Laws of Object Modeling","https://scispace.com/paper/basic-laws-of-object-modeling-3b94f08d4l","2004","Dissertation","","Rohit Ghevi","","https://scispace.com/pdf/basic-laws-of-object-modeling-3b94f08d4l.pdf","","Alloy Analyzer tool with some basic laws. The implementation of these laws helps the user to automatically apply them. Chapter 1 Introduction: • Chapter 7 summarizes the contributions of this research, discusses some related and future work, and presents our conclusions. Chapter 1 Introduction:
 • Appendix A shows the entire specification in Alloy of a denotational semantics f o rp a r to fA l l o y . Chapter 1 Introduction:
 • Appendix B proves that equivalentModules, which is a function used to check whether two modules have the same meaning, is an equivalence relation. Chapter 1 Introduction:
 • Appendix C shows the formal proof of some of the basic laws proposed. Chapter 2 Alloy Overview:
 In this chapter, we provide an overview of the Alloy specification language. Chapter 2 Alloy Overview:
 Alloy  is a formal object-oriented modeling language, based on first-order logic and expressive enough to model various kinds of applications. Alloy is similar to OCL and UML, but it has a simpler syntax and semantics, being designed for automatic analysis. Moreover, Alloy is a fully declarative language, whereas OCL mixes declarative and operational elements. Chapter 2 Alloy Overview:
 In this chapter, we give an overview of Alloy 2.0, which is a strongly typed language that assumes a universe of elements partitioned into subsets, each of which associated with a basic type. An Alloy model or specification is a sequence of paragraphs of two kinds: signatures that are used for defining new types, and formula paragraph, such as facts and functions, used to record constraints. Finally, we show how to perform analysis using the Alloy Analyzer tool. Alloy:
 In this section, we describe some of the Alloy constructs. As mentioned earlier, an Alloy specification is composed of a set of paragraphs. Next, we first describe the signature paragraph and then some formula paragraphs, such as facts, functions and assertions. Signatures:
 A signature paragraph introduces a basic type -if it does not extend another signature -and a collection of relations, called fields, along with the types of the fields and other constraints on the values they relate. If a signature extends another, then its type is the parent signature type. Each signature contains a set of objects (elements). These objects can be related by the relations declared in the signatures. Signatures:
 In order to show how to use Alloy constructs, suppose that we want to model in Alloy part of a Bank system described by the object model i nFi gu re2.1. Each box in an object model represents a set of objects (values or elements). The arrows are relations, sometimes called associations, and they indicate how objects of a set are related to objects in other sets. A single arrow represents both a relation and its inverse. For instance, the arrow labeled id from Customer to String shows that each object from Customer has a relation whose value object is a String object."
"Detection of Inconsistencies in SysML/OCL Models Using OWL Reasoning","https://scispace.com/paper/detection-of-inconsistencies-in-sysml-ocl-models-using-owl-3vjgtrxd","2023","Journal Article","SN computer science","Shan Lu
Alexey Tazin
Yanji Chen
Mieczyslaw M. Kokar
Jeffrey E. Smith","10.1007/s42979-022-01577-0","https://scispace.com/pdf/detection-of-inconsistencies-in-sysml-ocl-models-using-owl-3vjgtrxd.pdf","Abstract Requirement change management is a challenging issue in software development. One of the main objectives of the Intent-Defined Adaptive Software program is to verify the satisfaction of requirement changes during software development. In this paper, we develop an ontology-based method to detect inconsistencies in Systems Modeling Language (SysML) models with Object Constraint Language (OCL) constraints as a first step of requirement change management. Specifically, we map the SysML/OCL models to Web Ontology Language (OWL), so that the consistency of the corresponding ontology can be checked by OWL reasoners automatically. We propose a set of mapping rules to interpret the components of SysML state machine diagrams, along with OCL constraints, to OWL. Toward this objective, we demonstrate three consistency reasoning tasks over a state machine diagram using OWL reasoners. In each case, the result of reasoning is accompanied by an explanation of the logic behind the decision. ","mappingrules"", we propose a set of mapping rules to interpret the components of state machine diagrams along with OCL constraints to OWL DL, and demonstrate three reasoning tasks using the OWL reasoner Pellet. Finally, ""Conclusions"" summarizes our work. Related Work:
 Consistency checking of UML/SysML models is an important step in MBSE-based system development. The definitions of types of consistency are still an open research topic, c.f., . One of the UML consistency classifications is horizontal vs. vertical consistency. Horizontal consistency, also called intra-model consistency, means the lack of contradictions between different diagrams at the same level of abstraction. Vertical consistency, also called inter-model consistency, means the lack of contradictions between different diagrams at different levels of abstraction. Another basic classification of consistency in UML is syntactic vs. semantic consistency. Syntactic consistency refers to the relation between UML diagram specifications and a UML metamodel, whether the syntax of a given diagram is compatible with the syntax prescribed by the metamodel. Semantic consistency refers to the meaning of UML diagrams, i.e., to the notion of truth -whether any contradictions in the model do not exist and whether a concept can be instantiated. Other methods of consistency classification were also discussed in the literature, e.g., static versus dynamic consistency, multilevel consistency, and the nature of errors. Related Work:
 In this paper, we focus on the consistency of UML models that include requirements expressed in OCL. Since the OCL constraints capture the semantics of the domain, our approach falls in the semantic validation category. Consistency Checking via Mapping to Formal Languages:
 Many approaches rely on the mapping of UML/SysML models to a formal languages and the use of automatic proof engines for reasoning on these models. We looked at these methods with respect to the support of automatic proof, model analysis, structural and behavioral modeling, and checking for consistency of models that map requirements expressed as OCL constraints. While many recent papers propose mapping of UML to OWL, most of the papers seem to ignore the fact that UML and OWL have different semantics. This issue was first discussed in , where the authors identified similarities and differences between UML and DAML (DARPA Agent Markup Language). To close the gap between the two representations, the authors proposed extending UML by adding two metamodel elements called Property and Restriction, where a property is a grouping of association ends and a restriction is a classifier for objects. The recommendation from the  paper has not materialized primarily due to the fact that UML has not been modified as suggested in the paper. Moreover, DAML became OWL. Consistency Checking via Mapping to Formal Languages:
 UML2Alloy  maps UML/OCL models to Alloy notations, and then the Alloy model is automatically analysed by the Alloy Analyzer. Alloy is an object modeling language based on first-order logic (FOL), offering declaration syntax compatible with graphical object-oriented models, and state-based formulas. However, Alloy models do not provide semantic notations which are necessary during the analysis phase of software development ."
"Resolving the Predicament of Android Custom Permissions.","https://scispace.com/paper/resolving-the-predicament-of-android-custom-permissions-4rpusu7y62","2018","Proceedings Article","Network and Distributed System Security Symposium","Guliz Seray Tuncay
Soteris Demetriou
Karan Ganju
Carl A. Gunter","10.14722/NDSS.2018.23210","https://scispace.com/pdf/resolving-the-predicament-of-android-custom-permissions-4rpusu7y62.pdf","Android leverages a set of system permissions to protect platform resources. At the same time, it allows untrusted third-party applications to declare their own custom permissions to regulate access to app components. However, Android treats custom permissions the same way as system permissions even though they are declared by entities of different trust levels. In this work, we describe two new classes of vulnerabilities that arise from the ‘predicament’ created by mixing system and custom permissions in Android. These have been acknowledged as serious security flaws by Google and we demonstrate how they can be exploited in practice to gain unauthorized access to platform resources and to compromise popular Android apps. To address the shortcomings of the system, we propose a new modular design called Cusper for the Android permission model. Cusper separates the management of system and custom permissions and introduces a backward-compatible naming convention for custom permissions to prevent custom permission spoofing. We validate the correctness of Cusper by 1) introducing the first formal model of Android runtime permissions, 2) extending it to describe Cusper, and 3) formally showing that key security properties that can be violated in the current permission model are always satisfied in Cusper. To demonstrate Cusper’s practicality, we implemented it in the Android platform and showed that it is both effective and efficient.","apps. Content providers allow storing and sharing data between apps via a relational database interface. Communication between components is achieved through the Intent mechanism on Android. Intents are asynchronous messages between components in the same app or different apps that are used for activation of components. B. Inter-Component Communication:
 IPC Security. Android ensures the security of IPC by utilizing its permission model. When two components communicate, both the caller and the callee can require the other party to hold certain permissions for a successful communication. More specifically, this protection can be achieved through the use of custom permissions, which are used by app developers to restrict access to their components. For example, if a component is protected with a signature permission, only the apps that are signed with the same certificate as that of the component owner can access it. Both third-party app developers and the system rely on the correct operation of custom permissions for their security; hence, it is of paramount importance to ensure the security of custom permissions. C. Formal Verification via Alloy:
 Alloy is a declarative specification language that is used to model the behavior and structural constraints of complex systems . It provides a modeling tool called Alloy Analyzer that operates based on first-order (i.e., predicate) logic and can be used to analyze formal models created with the Alloy language. C. Formal Verification via Alloy:
 Alloy Language. Statements in Alloy can be interpreted both from object-oriented (OO) programming paradigm and from set theory perspectives. Signature is a declaration of a schema, which defines the vocabulary of the model. It is similar to the concept of a class in OO paradigm and to a set in set theory. It can consist of several fields, which are equivalent to fields in OO paradigm and to relations from a set theoretical perspective. Facts are global constraints to the model that are always supposed to hold. Predicates define parametrized constraints, which can be interpreted as operations that can be performed in the model. Functions are expressions with declaration parameters and they return a result based on the parameters. Assertions are assumptions made on the model and they can be validated via the Alloy analyzer. Additionally, Alloy allows using multiplicity keywords as quantifiers in quantified constraints: all (universal quantifier), some (existential quantifier), lone (zero or one), one (exactly one), no (zero). Also, it is possible to use some (or set interchangeably), lone, and one for field declarations in signatures to indicate the number of elements a field can take and also for signature declarations to indicate the number of elements that can belong to the set of the signature. C. Formal Verification via Alloy:
 Alloy Analyzer. The Alloy Analyzer tool performs only finite scope checks on the models. The analysis is sound since it can never return false positives and is complete up to a scope as the tool will never miss any counterexamples that are equal or smaller than the specified scope. As in traditional model checking, Alloy models are infinite, that is, the specification dictates how the components of a system should behave without any restrictions on their quantity. The analyzer also provides automated analysis by allowing automatic generation of examples that satisfy a given model as well as counterexamples to claims (i.e., assertions) that are expected to hold in the model."
"XFSC: A Catalogue of Trustable Semantic Metadata for Data Services and
  Providers","https://scispace.com/paper/xfsc-a-catalogue-of-trustable-semantic-metadata-for-data-5uh3umh84gbu","2025","Journal Article","","Benedikt T. Arnold
Khalil Baydoun
Diego Collarana
Stephany N. Duda
Christina Gillmann
Ahmad Hemid
Philipp Hertweck
Paul Moosmann
Denis Sukhoroslov
Christoph Lange","10.48550/arxiv.2501.14473","https://scispace.compdf/xfsc-a-catalogue-of-trustable-semantic-metadata-for-data-5uh3umh84gbu.pdf","In dataspaces, federation services facilitate key functions such as enabling participating organizations to establish mutual trust and assisting them in discovering data and services available for consumption. Discovery is enabled by a catalogue, where participants publish metadata describing themselves and their data and service offerings as Verifiable Presentations (VPs), such that other participants may query them. This paper presents the Eclipse Cross Federation Services Components (XFSC) Catalogue, which originated as a catalogue reference implementation for the Gaia-X federated cloud service architecture but is also generally applicable to metadata required to be trustable. This implementation provides basic lifecycle management for DCAT-style metadata records and schemas. It validates submitted VPs for their cryptographic integrity and trustability, and for their conformance to an extensible collection of semantic schemas. The claims in the latest versions of valid VP submissions are extracted into a searchable graph database. The implementation scales to large numbers of records and is secure by design. Filling the catalogue with content in a maintainable way requires bindings towards where data and service offerings are coming from: connectors that expose resources hosted in an organization's IT infrastructure towards the dataspace. We demonstrate the integration of our catalogue with the widely used Eclipse Dataspace Components Connector, enabling real-world use cases of the German Culture Dataspace. In addition, we discuss potential extensions and upcoming integrations of the catalogue. ","respective ontologies and shapes, as introduced in Section 2, to be extended inside federations to meet the domain specific requirements. Therefore, the Catalogue supports the submission of additional schemas. Schemas define a consistent structure and semantics of SDs. Enforcing Consistency of Self-Descriptions through Schemas:
 We use ""schema"" as a generic term for either an ontology (OWL, defining classes and attributes) or a shapes graph (SHACL, defining validation constraints applied in the SD verification explained in Section 4.3) or a controlled vocabulary (SKOS, defining reusable attribute values). Enforcing Consistency of Self-Descriptions through Schemas:
 To manage schemas, the Catalogue assigns them a unique identifier. It expects ontologies to have an ontology IRI and controlled vocabularies to have a concept scheme URI. Enforcing Consistency of Self-Descriptions through Schemas:
 As SHACL does not specify a standard way of identifying a shapes graph, the Catalogue generates their IDs as SHA-256 hashes of their contents. The Catalogue does not maintain a relationship between ontologies, shapes graphs and controlled vocabularies, as all of these may evolve independently. Enforcing Consistency of Self-Descriptions through Schemas:
 The Catalogue always maintains a shapes graph formed as the union of all individual shapes graphs -this is what SDs are verified against, satisfying Requirement 2. Verification of the Self-Description:
 To enforce SD validity (Requirements 1 and 3), SDs have to pass three verification steps before being accepted (see Figure ). Verification of the Self-Description:
 In the first step, a simple syntax Fig. . Flow of verification steps verification checks whether the SD is valid JSON-LD and furthermore correctly implements the Verifiable Credentials Data Model . Verification of the Self-Description:
 In the second step, the cryptographic verification is conducted, checking whether the VCs' and VPs' contents match the provided signatures, after URDNA 2015 normalization  to ensure a system-agnostic interpretation. The cryptographic verification initially iterates the VCs contained in the VP and individually checks their integrity. Verification of the Self-Description:
 If these checks succeed, the VP is checked in the same way. Additionally, the catalogue checks the participant ID to be consistent. Verification of the Self-Description:
 The third and last step is schema verification. Verification of the Self-Description:
 Here, a data graph built from all claims about SD subject is verified against the ""union"" shapes graph, i.e., against all constraints for semantic modeling that hold in the federation, according to the SHACL specification , and the schema specified by the Gaia-X Trust Framework which are pre-loaded in the Catalogue. Verification of the Self-Description:
 With a few exceptions, as mentioned in Section 6, the validation rules of the Gaia-X Trust Framework can be implemented in SHACL."
"The HOL-OCL Book","https://scispace.com/paper/the-hol-ocl-book-3fa5v8jljr","2006","","","Achim D. Brucker
Burkhart Wolff","10.3929/ETHZ-A-006781813","https://scispace.com/pdf/the-hol-ocl-book-3fa5v8jljr.pdf","HOL-OCL is an interactive proof environment for the Object Constraint Language (OCL). It is implemented as a shallow embedding of OCL into the Higher-order Logic (HOL) instance of the interactive theorem prover Isabelle. HOL-OCL defines a machine-checked formalization of the semantics as described in the standard for OCL 2.0. This conservative, shallow embedding of UML/OCL into Isabelle/HOL includes support for typed, extensible UML data models supporting inheritance and subtyping inside the typed lambda-calculus with parametric polymorphism. As a consequence of conservativity with respect to higher-order logic (HOL), we can guarantee the consistency of the semantic model. Moreover, HOL-OCL provides several derived calculi for UML/OCL that allow for formal derivations establishing the validity of UML/OCL formulae. Elementary automated support for such proofs is also provided top","standard: Formalizing this in HOL is neither possible nor desirable, since consistency can no longer be guaranteed. Another issue in this line is that collection types have ""smashed semantics"" in HOL-OCL (see subsection 4.7.1). A Note About Standard Compliance:
 Presentational issues: This covers our decision to turn OCL into a shallow embedding, as well as our decision to use a combinator style presentation for the bulk of semantic definitions both for conceptual and technical reasons. In section 4.5, we show in detail why these formulations are equivalent to the ones used in the standard. A Note About Standard Compliance:
 Generalizations: This covers for example our decision to use an infinite collection type Set τ , since logical connections between, e. g., ->IsType and class invariants can therefore be satisfactorily treated inside an own typed set theory in OCL (see section 4.9) A Note About Standard Compliance:
 Repairing glitches: The standard contains-as can be expected for a large semi-Glitch formal document-several errors in local definitions which were revealed during our formalization. Such cases are marked by with a danger sign on the margin throughout this document, and our definitions can be seen as our proposal for repair. A Note About Standard Compliance:
 Suggesting Extensions: In some cases we see our proposals as an extension of the extension standard, these cases are marked with an exclamation sign on the margin. A Note About Standard Compliance:
 Proofs for Compliance Requirements: The OCL standard contains a collection of formal requirements in its mandatory part with no established link to the informative ""Appendix A"" of the standard . We provide formal proofs for the compliance of our OCL semantics with these requirements (see section 4.6). Building-Blocks of the HOL-OCL Architecture:
 Providing alternative mathematical syntax: Being the first who did substantial proof work in OCL, we early noticed the need for a compact, mathematical notation for OCL specifications as alternative to the programming-language like notation used in the OCL 2.0 standard. However, we accept the latter one in our front-ends, and as an alternative input format in the proof engine, too. This proceeding can be seen as generalization and is also covered by the standard, see Appendix A. Building-Blocks of the HOL-OCL Architecture:
 4.2. Building-Blocks of the HOL-OCL Architecture Building-Blocks of the HOL-OCL Architecture:
 In section 3.3, we have already seen that HOL-OCL can be decomposed in an UML part concerned with a typed object store and underlying object universes on the one hand and the OCL part just assuming abstract contexts on the other. This decomposition gives a natural basis for a separation of concern. Before describing architectural issues in more detail, one general remark on terminology is appropriate here: The UML standard makes a clear separation between operations and operation specifications on the one hand and methods on the other; the former are entirely a specification construct, the latter an implementation construct. The UML allows an operation to have several methods, even in different programming languages. Consequently, methods are out of the scope of our work so far. Further, we distinguish operations from operation specifications by viewing the former as mathematical functions, the latter as relations. Building-Blocks of the HOL-OCL Architecture:
 With respect to the OCL part, we have to provide:"
"An MDA Framework Supporting OCL","https://scispace.com/paper/an-mda-framework-supporting-ocl-37o94mda5a","2007","Journal Article","Electronic Communication of The European Association of Software Science and Technology","Achim D. Brucker
Jürgen Doser
Burkhart Wolff","10.14279/TUJ.ECEASST.5.45","https://scispace.com/pdf/an-mda-framework-supporting-ocl-37o94mda5a.pdf","We present a model-driven architecture (MDA) framework that integrates formal analysis techniques into an industrial software development process model. This comprises modeling using UML/OCL, processing models by model transformations, code generation (including runtime-test environments) and formal analysis using the theorem proving environment HOL-OCL. Moreover, our frameworks supports the verification of proof obligations that are generated during model transformations.

We show the extensibility of our approach by providing a SecureUML extension of the framework, which allows for an integrated specification of security properties, their analysis and their conversion to code.","design models into inconsistent ones, or not. In we answered this question: if the original design model (without security policy) is consistent, and the following security proof obligation spo op holds for all generated operations, then the resulting model is also consistent: Model Transformations:
 The transformation additionally generates these security proof obligations, which can then be proven in HOL-OCL. These proof obligations require that whenever someone has access for an operation (auth op holds), then the postcondition for this operation does not depend on whether the original attributes and operation calls are used, or the access controlled variants. This essentially requires that the caller also has sufficient access rights to ""evaluate"" the postcondition. If the postcondition only contains operation calls to other operations, the proof boils down to the check that the caller has sufficient permissions for these operations. However, when the postcondition contains recursive calls to itself, the proof requires an inductive argument. Conclusion:
 We have presented a framework for MDA comprising OCL support in model transformations, code generation and verification, together with one application of such a combined framework, namely SecureUML. In our framework, model transformations can be implemented that produce logical proof-obligations which can be tested or formally verified. In a way, our work can be seen as an approach to extend MDE by model-driven formal reasoning. Conclusion:
 The code generator is a template-based generator which can be easily configured to produce code for various parts of models, target languages and application scenarios that range from runtime-test and injection of security mechanisms, from the generation of web-based services to the infra-structure for distributed component platforms. The techniques in itself are by no means new, but having them integrated into a framework and having access to OCL will, in our view, pave the way for new and up to now unexpected applications. Related Work:
 Since code generation is at the heart of model-driven engineering, there is a wealth of similar approaches, e. g., AndroMDA (http://www.andromda.org/), which itself is based on Veloc-ity (http://jakarta.apache.org/velocity/). While Velocity provides a rich template language with (among others) support for arithmetical, relational and logical operators over user-definable variables, our template language is intentionally simple and restricted, but provides an @eval construct allowing for the execution of arbitrary SML code. Another difference lies in our concept of cartridges: Velocity supports cartridges only in form of an unstructured merging of the ""context"" object(s). In contrast, our cartridge concept is hierarchically structured, which is type-checked on the SML module level. Related Work:
 There are only few proof environments for OCL; most notably the KeY Tool [ABB + 05]. It offers a concrete verification method for a Java-like language (which HOL-OCL does not at present) at the dispense of compliance to the semantic foundations of OCL-the underlying semantics is a two-valued dynamic logic with an axiomatic representation of the data-models resulting from class diagrams. Related Work:
 With UMLsec  we share the conviction that security models should be integrated into the software engineering development process by using UML. However, although UMLsec provides a formal semantics, it does only provide rudimentary tool support, both for code generation and for (formal) model analysis."
"Constraint specifications using patterns in OCL","https://scispace.com/paper/constraint-specifications-using-patterns-in-ocl-3fq756cjkl","2013","","","Ali Hamie","","https://scispace.com/pdf/constraint-specifications-using-patterns-in-ocl-3fq756cjkl.pdf","Constraint patterns are very useful for specifying OCL constraints on UML class models They potentially shorten the development time and reduce the errors for constraint development by providing predefined templates that can be instantiated in particular contexts Constraint patterns can be identified by analyzing existing constraints for recurring expressions and abstracting from them This paper extends the collection of published constraint patterns by identifying further patterns as well as making some improvements for existing patterns and their description These are derived from an example model described in UML and augmented with OCL constraints","Title: CONSTRAINT SPECIFICATIONS USING PATTERNS IN OCL Keywords: Constraint, Pattern, UML, OCL, Specification"
"Towards user-friendly and efficient analysis with alloy","https://scispace.com/paper/towards-user-friendly-and-efficient-analysis-with-alloy-5cqd0wixpn","2015","","","Xiaoliang Wang
Adrian Rutle
Yngve Lamo","","https://scispace.com/pdf/towards-user-friendly-and-efficient-analysis-with-alloy-5cqd0wixpn.pdf","In model-driven engineering, structural models represent software at the early phases of software development. They are assumed to generate the models in subsequent phases which finally result in software. Thus, it is important to make sure these models are correct w.r.t. different concerns, e.g., consistency, or lack of redundant constraints. In this paper, we present a bounded verification approach using Alloy and integrate it into a graphical modelling tool. The graphical models and the properties to be verified are automatically transformed to Alloy specifications, which are examined by the Alloy Analyzer to verify whether the models satisfy the properties. The verification results are presented as feedbacks in the modelling tool. In this way, a model designer can verify models without knowing the underlying verification techniques and receive user-friendly feedbacks. A challenge in the verification approach is scalability. To tackle this, we present a technique for splitting models into submodels according to their constraints and the properties to be verified. A submodel is left-total if each of its instances can be extended to an instance of the whole model by adding elements typed by the elements that are not in the submodel. The verification of a model is then reduced to the verification of its left-total submodels. We will demonstrate the approach by a running example and we present an experimental result to show that the splitting technique may alleviate the scalability problem.","if the I * in Fig. satisfies the semantics of p where the diagram is a pullback. The DPF Model Editor has several pre-defined predicates including the ones in TABLE I. But users also can design their own predicates in the Signature Editor . II. BACKGROUND:
 Fig. : Semantics of GC In addition to ACs, graph constraints (GC) may be used to define dependencies among constraints and/or the structures of a model . For example, we further specify that ""if a person is married and has no wife, the person should have a husband"" as the GC MarriedWithoutWife (gc 1 ) shown in Table . Each GC N n ← − L u − → R consists of three graphs: left L, right R and negative application condition N which are typed by the underlying graph S (denoted by L : S, R : S and N : S in the table); and two injective graph homomorphisms n and u (see , ). In Table , the morphisms are identified by the names, e.g., L embeds p1 in R and N . The other GCs express properties which are explained by their names. Note that in DPF, GCs are generalised such that L and R can be specifications instead of graphs, see . However, we only consider classical GCs here and leave the general case to future work. A graph I well-typed by S satisfies a GC when for every match l of L in I (i.e. a graph morphism l : L → I), if there is no match n of N in I where l = n; n , then there must exist a match of R in I where l = u; r, outlined in Fig. . We require also that a match is compatible with typing. For example, a match of L in a graph I typed by S is a graph morphism l : L → I such that l; ι I = ι L . II. BACKGROUND:
 A model in DPF defines its instances as graphs well-typed by the structure and satisfying all the constraints. We use I M to denote that the graph I is an instance of the model M . II. BACKGROUND:
 Recall that the model properties to be verified can be categorised into validity and satisfiability; these can be formally expressed as the right two formulae, where M is a structural model and e is a logical expression, respectively. III. BOUNDED VERIFICATION APPROACH:
 In this section, we present a bounded verification approach using Alloy. Firstly, we will give a brief introduction to Alloy. A. Alloy:
 Alloy consists of a structural modelling language and a constraint solver, the Alloy Analyzer, which are used to specify and analyse specifications. A specification in Alloy consists of signatures, which represent artifacts of a domain; each signature may have fields which represent relationships; properties about artifacts and relationships are specified as facts in relational logic. An instance of an Alloy specification is a set of atoms, the primitive entities in Alloy; each atom belongs to a signature (in modelling terms we say that the atom is typed by the signature); each field of the signature is instantiated by a relation among those atoms. In addition, the atoms and the relations of an instance satisfies all the facts in the specification. Alloy supports also inheritance between signatures. Thus, an atom can be typed by more than one signature if there is inheritance among those signatures."
"Efficient Verification-Driven Slicing of UML/OCL Class Diagrams","https://scispace.com/paper/efficient-verification-driven-slicing-of-uml-ocl-class-3vu30ak0zr","2016","Journal Article","International Journal of Advanced Computer Science and Applications","Asadullah Shaikh
Uffe Kock Wiil","10.14569/IJACSA.2016.070571","https://scispace.com/pdf/efficient-verification-driven-slicing-of-uml-ocl-class-3vu30ak0zr.pdf","Model defects are a significant concern in the Model-Driven Development (MDD) paradigm, as model trans-formations and code generation may propagate errors present in the model to other notations where they are harder to detect and trace. Formal verification techniques can check the correctness of a model, but their high computational complexity can limit their scalability.
Current approaches to this problem have an exponential worst-case run time. In this paper, we propose a slicing technique which breaks a model into several independent submodels from which irrelevant information can be abstracted to improve the scalability of the verification process. We consider a specific static model (UML class diagrams annotated with unrestricted OCL constraints) and a specific property to verify (satisfiability, i.e., whether it is possible to create objects without violating any constraints). The definition of the slicing procedure ensures that the property under verification is preserved after partitioning. Furthermore, the paper provides an evaluation of experimental results from a real-world case study.","several aspects of the verification problem pragmatically: the desired degree of automation (fully automatic or user-guided?), the desired degree of completeness (conclusive answer for any input model?), and the degree of expressiveness allowed in OCL constraints. I. INTRODUCTION:
 Current solutions for checking satisfiability employ formalisms such as description logics , higher-order logics , database deduction systems , linear programming , SAT  2 , or constraint satisfaction problems (CSP) , . Each method provides different trade-offs in terms of decidability, completeness, expressiveness, and efficiency, which depend on the underlying formalism and tool support. All the approaches which support general OCL constraints share a common drawback, however: high worst-case computational complexity. Their execution time may depend exponentially on the size of the model, understanding size as the number of classes/attributes/associations in the model and/or the number 530 | P a g e www.ijacsa.thesai.org of OCL constraints. This complexity is a serious limitation for the scalability of these techniques and their application in large-scale class diagrams. I. INTRODUCTION:
 A review of sample UML/OCL models highlights two observations which are relevant to this problem. First, models typically contain elements which are either unconstrained or constrained in a trivially satisfiable way. For instance, attributes acting as identifiers should have unique values, but often there are no other constraints on these attributes. Similarly, some integrity constraints regarding the multiplicity of association ends may be abstracted as well, e.g. an association end with a multiplicity of * does not constrain the model in any way which affects its satisfiability. A second observation is that some constraints refer to independent entities. For example, constraints about the password of a user and the price of a product are likely to be unrelated. I. INTRODUCTION:
 These observations can be used to improve the scalability of verification methods for satisfiability. Our proposal is based on model slicing: given an input UML/OCL model, the diagram and its constraints will be automatically partitioned into submodels while unnecessary model elements are abstracted. The structure of the class diagram (associations and class hierarchies) and the OCL invariants (abstract syntax tree) guide the partitioning process. Intuitively, the underlying idea is that all constraints restricting the same model element should be verified together and therefore belong to the same slice. Then, satisfiability of each slice is checked independently and the results are combined to assess the satisfiability of the entire model. Figure  illustrates the overall flow. To ensure soundness, slicing should not alter the outcome of the verification. I. INTRODUCTION:
 In contrast, there are a few verification and validation tools and techniques that verify the model properties and finds valid objects of the class diagrams , , , . These tools and techniques are, however, inefficient (high Central Processing Unit and memory consumption) and unable to verify large UML/OCL class diagrams. The efficiency analysis of a few UML/OCL tools can be found in . Therefore, the general question addressed in this paper is how we can improve the efficiency of the verification process for complex UML/OCL class diagrams. I. INTRODUCTION:
 A few hypotheses can be derived from the above discussion: I. INTRODUCTION:
 1) H1. Model slicing can be implemented in existing verification tools independent of their formalism."
